alpha,beta,gamma,game,difficulty,session,id,timestep
-1.3965133113965678,-0.9750274732503962,-0.1513279357566919,FLAPPY,2,1,QAC39D,90
-1.1298167055647859,-1.1160336000166597,-0.1877427311938587,FLAPPY,2,1,QAC39D,91
-1.2905619748807944,-1.0169413312207218,-0.16278618964297978,FLAPPY,2,1,QAC39D,92
-0.9151498665078995,-1.1259292898523166,-0.17564253181659303,FLAPPY,2,1,QAC39D,93
0.0668793433466518,-0.6887495110581112,-0.20099429210272413,FLAPPY,2,1,QAC39D,94
-1.3723600750117444,-1.5150524893388135,-0.21706070474940245,FLAPPY,2,1,QAC39D,95
-1.3508692415919932,-1.0891094439936286,-0.21492997093374977,FLAPPY,2,1,QAC39D,96
-0.5019765965836763,-0.7119551933658766,-0.1477118016638166,FLAPPY,2,1,QAC39D,97
-1.4218763536178212,-1.0458987129259063,-0.18690733978618207,FLAPPY,2,1,QAC39D,98
-0.8404360123733029,-1.0444694497664424,-0.21346296871462742,FLAPPY,2,1,QAC39D,99
-0.8550320080071073,-0.3099149262553257,-0.13597242714930013,FLAPPY,2,1,QAC39D,100
-0.5563568672190726,-0.01659438676323808,-0.23982422354136082,FLAPPY,2,1,QAC39D,101
-0.9620579609258268,-1.0362796555774894,-0.23330149308128983,FLAPPY,2,1,QAC39D,102
-0.23069630622957418,-1.2720377072701026,-0.16730911872882825,FLAPPY,2,1,QAC39D,103
-0.5132147516493166,-0.2779227979103257,-0.06698661308109499,FLAPPY,2,1,QAC39D,104
-0.49736354637199676,0.18575258315292714,-0.09018046870927059,FLAPPY,2,1,QAC39D,105
-0.960801985450109,-0.5802144630782883,-0.20866020515192138,FLAPPY,2,1,QAC39D,106
-0.35741201159607283,-0.8578397430090493,-0.22364829350803414,FLAPPY,2,1,QAC39D,107
-0.465360377673086,-1.057988638851039,-0.19844706906524642,FLAPPY,2,1,QAC39D,108
-1.0332071049081952,-0.854749194773884,-0.16754566784553424,FLAPPY,2,1,QAC39D,109
-0.31028152842415235,-0.5096306889528804,-0.2216324855535134,FLAPPY,2,1,QAC39D,110
-0.41027437772368874,-0.3989848085725049,-0.16042742657598408,FLAPPY,2,1,QAC39D,111
-0.8696969697830084,-0.29017350192787383,-0.16124902655859677,FLAPPY,2,1,QAC39D,112
-0.9955643804280719,-0.7404609136832572,-0.22269918591435292,FLAPPY,2,1,QAC39D,113
-0.49417309655740044,-0.8628477028515605,-0.1313382621964355,FLAPPY,2,1,QAC39D,114
-0.06523497123303215,-0.5289452191126532,-0.18666601446949174,FLAPPY,2,1,QAC39D,115
-0.8879419800899743,-0.5083302660609593,-0.14785928040292054,FLAPPY,2,1,QAC39D,116
-1.5208034846557812,-1.5372621641220736,-0.23122138331194375,FLAPPY,2,1,QAC39D,117
-1.4495785369094438,-1.290011922139165,-0.265535930054579,FLAPPY,2,1,QAC39D,118
0.19132497588064373,-0.8676646175931678,-0.25810863408951035,FLAPPY,2,1,QAC39D,119
0.4083670321498858,-0.3387648908701701,-0.2349218541518376,FLAPPY,2,1,QAC39D,120
-0.4406805130813246,-0.6649329235959561,-0.21000388948293736,FLAPPY,2,1,QAC39D,121
0.04432857765547567,-0.6227033009143026,-0.2341363612263416,FLAPPY,2,1,QAC39D,122
0.9239110280912685,-0.41345440381771426,-0.24365678313916847,FLAPPY,2,1,QAC39D,123
-0.5802702904679096,-0.29768591040132275,-0.22716554616870022,FLAPPY,2,1,QAC39D,124
0.2863697126336318,-0.5095860354141406,-0.22882395869461974,FLAPPY,2,1,QAC39D,125
-1.0834661449963765,-0.6890957596734356,-0.16152788926730988,FLAPPY,2,1,QAC39D,126
-0.6897237144689691,-1.0597558917303658,-0.21362547568113793,FLAPPY,2,1,QAC39D,127
-0.629076714478477,-0.9261970985468712,-0.21316303536260195,FLAPPY,2,1,QAC39D,128
-1.1671365289414153,-1.1660938411484656,-0.24111794398581032,FLAPPY,2,1,QAC39D,129
-1.0700369216396444,-1.263900046364038,-0.20085973939894,FLAPPY,2,1,QAC39D,130
-1.2928740464909068,-1.104896439781481,-0.2445806134282507,FLAPPY,2,1,QAC39D,131
-1.2312581614209241,-1.3897125375964594,-0.2077178607168348,FLAPPY,2,1,QAC39D,132
-0.7510660096659758,-0.9056218726746642,-0.17918257330794013,FLAPPY,2,1,QAC39D,133
-0.6497059390846007,-0.7770435039235905,-0.21053411512967465,FLAPPY,2,1,QAC39D,134
-0.652298196849348,-0.29533190809497567,-0.2173172416741059,FLAPPY,2,1,QAC39D,135
-0.8813854602129677,-0.9308396987355209,-0.19332640404620907,FLAPPY,2,1,QAC39D,136
0.33519551223770866,0.3762840924160663,-0.04869119979732005,FLAPPY,2,1,QAC39D,137
-0.7041751031372343,-0.32504699233488926,-0.038685252979277156,FLAPPY,2,1,QAC39D,138
-0.9524182101841592,-0.9154806854529938,-0.23021033220132203,FLAPPY,2,1,QAC39D,139
-0.6281071280088166,-0.7019533625062848,-0.19438680916794118,FLAPPY,2,1,QAC39D,140
-1.2418434805515692,-0.7802102344487888,-0.18093591741392806,FLAPPY,2,1,QAC39D,141
-0.6814234726672047,-0.5749451089121472,-0.18732813733704914,FLAPPY,2,1,QAC39D,142
-0.9360264483831208,-0.6614042388920811,-0.19094030186029104,FLAPPY,2,1,QAC39D,143
-1.168775356776436,-1.349881118640611,-0.1958910942428403,FLAPPY,2,1,QAC39D,144
-1.1470055623101236,-1.0946316914217364,-0.2527437112404444,FLAPPY,2,1,QAC39D,145
-1.3416509713031581,-0.8881635897244116,-0.19333724874367234,FLAPPY,2,1,QAC39D,146
-1.0341490175845438,-0.960371312333993,-0.17076694913015858,FLAPPY,2,1,QAC39D,147
-1.5319220779932212,-1.3442118930159577,-0.2182787812575459,FLAPPY,2,1,QAC39D,148
-0.9111897794974453,-0.9264874917747907,-0.17833796725011514,FLAPPY,2,1,QAC39D,149
-0.9864986680672467,-1.4815011763043737,-0.1939699461376036,FLAPPY,2,1,QAC39D,150
-0.718732233181438,-1.2461505857694515,-0.18676554357723568,FLAPPY,2,1,QAC39D,151
-0.6618550956341183,-0.8260418097610972,-0.2317237503152635,FLAPPY,2,1,QAC39D,152
-0.4811869764979626,-1.243717253687863,-0.18211137103174366,FLAPPY,2,1,QAC39D,153
0.2792913054053307,-0.47659980904697585,-0.1431433223633275,FLAPPY,2,1,QAC39D,154
-0.856253173026096,-1.0561315736924333,-0.1888642257695143,FLAPPY,2,1,QAC39D,155
-0.5281305291328203,-0.6517059945880156,-0.22587566289034253,FLAPPY,2,1,QAC39D,156
-1.3580469379257782,-1.2243084256085468,-0.23507317625382584,FLAPPY,2,1,QAC39D,157
-0.8576750021805183,-0.6446319330624897,-0.1784640666311921,FLAPPY,2,1,QAC39D,158
-0.18068181213883458,-0.7684846417057828,-0.18052718745908852,FLAPPY,2,1,QAC39D,159
2.3687959033483614,2.7467328649609817,0.17212669494253643,FLAPPY,2,1,QAC39D,160
-0.5219664919809782,-0.8796655344061214,0.11365203303248302,SORTER,2,1,QAC39D,161
0.4895325878302033,0.07768113317076579,0.10395282342497017,SORTER,2,1,QAC39D,162
-0.22184385743572754,-0.7404874613744034,0.08974674799524827,SORTER,2,1,QAC39D,163
0.16661248043904908,1.722209549230951,0.09478252365650834,SORTER,2,1,QAC39D,164
-0.2303583880316159,-0.7148316558795554,-0.16342301080844732,SORTER,2,1,QAC39D,165
-1.307423114207631,-1.2807720736180637,-0.23093991212078865,SORTER,2,1,QAC39D,166
-1.4458620347606306,-1.5472482897491426,-0.21116947504782135,SORTER,2,1,QAC39D,167
-1.2394524821141997,-0.7869283257429636,-0.17520468388959384,SORTER,2,1,QAC39D,168
-0.7298941524094736,0.22023145244305975,-0.10873595011246565,SORTER,2,1,QAC39D,169
-0.22100370515138362,-0.0891616591943826,-0.002787562149267789,SORTER,2,1,QAC39D,170
-0.41741353375705564,-0.18030298562336325,-0.026631671222475742,SORTER,2,1,QAC39D,171
-0.7527862434813404,-0.06949477673706882,-0.15288327948679759,SORTER,2,1,QAC39D,172
-0.9160578876920915,0.19976642521623839,-0.12214059048760681,SORTER,2,1,QAC39D,173
-0.9752427180286481,0.09113205473841422,-0.10197366328558422,SORTER,2,1,QAC39D,174
-0.1288967567756694,0.08200398236624279,-0.03553470037362025,SORTER,2,1,QAC39D,175
0.008350973761311827,0.37163599063182645,0.11372064260611241,SORTER,2,1,QAC39D,176
-0.03249194837852025,0.41263856882422256,-0.015764125258187472,SORTER,2,1,QAC39D,177
0.021835502162783505,0.45648077194822295,0.02362849494331805,SORTER,2,1,QAC39D,178
0.4853953038140022,0.40247938656293725,-0.013684865335363307,SORTER,2,1,QAC39D,179
-0.24651199428108872,0.34400382449046973,-0.024748863012060713,SORTER,2,1,QAC39D,180
-0.6378725975252245,-0.35039639881385426,-0.02071838790635979,SORTER,2,1,QAC39D,181
-0.5611033465099966,0.20764811524312304,0.01454231307837679,SORTER,2,1,QAC39D,182
-0.07416023483355268,-0.3525357893778645,0.06588714763223015,SORTER,2,1,QAC39D,183
-0.6926131139707394,-0.8715341706103266,-0.11358825542112534,SORTER,2,1,QAC39D,184
-0.3006288269351959,-0.19947578832563573,0.015470118066516835,SORTER,2,1,QAC39D,185
-0.4785597867895183,0.13575789412904324,-0.012430926028630804,SORTER,2,1,QAC39D,186
-0.3946737004471287,-0.031791295945271164,0.06446563548968917,SORTER,2,1,QAC39D,187
0.22842349707165044,0.41367983615147214,0.047756420745369246,SORTER,2,1,QAC39D,188
-0.3967727805553969,1.752349717149687,0.036409186612457727,SORTER,2,1,QAC39D,189
0.9413567053166559,0.9422203053006755,0.034528774563353265,SORTER,2,1,QAC39D,190
-0.16509137484306904,-0.11362127145428531,0.009998756636327539,SORTER,2,1,QAC39D,191
-0.6266278058383665,-0.19261713735817487,0.07900581730684135,SORTER,2,1,QAC39D,192
1.0401937580672358,0.7982286037229992,-0.0045920519080595345,SORTER,2,1,QAC39D,193
1.197725517010924,2.2482114542824676,0.06395395424108707,SORTER,2,1,QAC39D,194
0.649385426943984,0.4235637037763226,0.04862239761918774,SORTER,2,1,QAC39D,195
1.0064683359827196,1.5483299833297264,-0.004628203964852194,SORTER,2,1,QAC39D,196
-0.1108372719209668,0.6386144231191163,-0.03956476555712972,SORTER,2,1,QAC39D,197
0.19311024554499814,0.8142960742141527,-0.028076824479865245,SORTER,2,1,QAC39D,198
-0.5781556812213758,-0.44096415478293066,-0.13014889034090044,SORTER,2,1,QAC39D,199
-0.6584129516633545,-0.47320284425436093,-0.024893182961599238,SORTER,2,1,QAC39D,200
-0.18322765080582332,-0.3588061633503366,-0.07362510746866155,SORTER,2,1,QAC39D,201
-0.641385521556888,0.44647723464810957,0.07613239092995971,SORTER,2,1,QAC39D,202
-0.35679630573534055,0.23976469731847327,0.07120031613127921,SORTER,2,1,QAC39D,203
0.525470367552217,-0.29038906072040993,-0.05557583382468531,SORTER,2,1,QAC39D,204
-0.6141833948513234,-0.22038495704233346,0.1750353334212285,SORTER,2,1,QAC39D,205
2.2656637328396187,3.137259966361076,0.32483420479757263,SORTER,2,1,QAC39D,206
0.6195432023666426,1.2040809761567455,0.004757957066310063,SORTER,2,1,QAC39D,207
0.09080811207990198,-0.3154162091189461,-0.10408894283786686,SORTER,2,1,QAC39D,208
-0.33159215834225625,0.3229650647037701,0.00468170572327519,SORTER,2,1,QAC39D,209
0.35729402487311795,0.9506728390369825,0.07835248788853316,SORTER,2,1,QAC39D,210
0.2780756917939914,0.6478894599900574,0.031656829774988765,SORTER,2,1,QAC39D,211
-0.4113158816887774,0.5688101545357699,0.019971944436714784,SORTER,2,1,QAC39D,212
-0.8961199890698681,-0.09530691650776515,-0.012144800148206222,SORTER,2,1,QAC39D,213
-0.9208385210176153,0.08042602026569538,0.08047038579555678,SORTER,2,1,QAC39D,214
0.1971054775857246,0.5370831415430913,0.04716867351005589,SORTER,2,1,QAC39D,215
-0.8787409943719849,0.15340929044612342,0.04148662221215281,SORTER,2,1,QAC39D,216
-0.07971817019480934,0.047150602526076085,-0.02065760938594333,SORTER,2,1,QAC39D,217
-1.165363918935362,-0.7088334159745835,-0.1346207269687029,SORTER,2,1,QAC39D,218
0.28185664322686055,0.6240895509846358,0.045500249083072444,SORTER,2,1,QAC39D,219
0.4019266584558964,0.8198079952834159,0.07861409445932246,SORTER,2,1,QAC39D,220
0.3165885578700161,-0.06961544942326718,0.09582696960332895,SORTER,2,1,QAC39D,221
0.6967528801751605,1.3250669532940762,0.14964744706649794,SORTER,2,1,QAC39D,222
1.4790661569352157,1.6449029232838464,0.36737041432833445,SORTER,2,1,QAC39D,223
0.21044827317353815,1.689817396112316,0.40009269572743905,SORTER,2,1,QAC39D,224
-0.3631727173850237,0.12631030921312356,0.08924485958372308,SORTER,2,1,QAC39D,225
-0.22111600021994243,0.5522998510115948,0.00933503660985883,SORTER,2,1,QAC39D,226
-0.9697878801730401,-0.2536800836533316,-0.019357637514572545,SORTER,2,1,QAC39D,227
-0.82173473979079,-0.31398429653645327,0.0302975887710642,SORTER,2,1,QAC39D,228
-0.38656058609707405,0.6582962357770318,0.07289220874529964,SORTER,2,1,QAC39D,229
0.4177840646321465,0.9213836479160318,-0.033917038165926484,SORTER,2,1,QAC39D,230
0.0449498748081961,1.632057856410394,0.10104894775245314,SORTER,2,1,QAC39D,231
0.2727217296228642,1.4606511241726736,0.25379131188166626,SORTER,2,1,QAC39D,232
0.693971315800996,1.126167356982015,0.10860199738764006,SORTER,2,1,QAC39D,233
1.9296772320654922,-0.5909685561305043,-0.12052064839478559,DOBBLE,3,1,QAC39D,234
0.02705355012331686,-0.8570849390338735,-0.15031323126385154,DOBBLE,3,1,QAC39D,235
-0.055600209389542916,-0.8617390845428848,-0.19263861142030567,DOBBLE,3,1,QAC39D,236
-1.1775566033042857,-1.5139320131973082,-0.23657740952040676,DOBBLE,3,1,QAC39D,237
-1.066430060877339,-1.1220657876806295,-0.23768659577315002,DOBBLE,3,1,QAC39D,238
0.25734259428109857,-1.2069578757259836,-0.1858332044334447,DOBBLE,3,1,QAC39D,239
-0.6094723201542769,-0.5815055510987145,-0.17320149902806553,DOBBLE,3,1,QAC39D,240
-0.14349373597843584,-0.7200604282895068,-0.14176271107617336,DOBBLE,3,1,QAC39D,241
-0.4984086716901925,-1.1744971785063156,-0.16147930860828524,DOBBLE,3,1,QAC39D,242
-0.04887147398316597,-0.8736511443827867,-0.1670922534429503,DOBBLE,3,1,QAC39D,243
-0.23968516450664276,-0.9778317544435706,-0.18566446735127662,DOBBLE,3,1,QAC39D,244
-0.2706437430607253,-0.8092034952001709,-0.2134071018765015,DOBBLE,3,1,QAC39D,245
-0.8622474938441369,-0.6897841604097081,-0.22946097918527997,DOBBLE,3,1,QAC39D,246
-0.35127243627444704,0.3543619381622002,-0.12229774302528193,DOBBLE,3,1,QAC39D,247
-0.277019730663957,-0.526401713931763,-0.17541017321253902,DOBBLE,3,1,QAC39D,248
-0.5122900937154702,-0.5492488301752192,-0.19845697119179367,DOBBLE,3,1,QAC39D,249
-1.0329521740692724,-0.41926044861436673,-0.08432194721156393,DOBBLE,3,1,QAC39D,250
-0.36856244327458887,-0.792185485200946,-0.10860182469500589,DOBBLE,3,1,QAC39D,251
-0.704088831190734,-0.8551969428245199,-0.13609306951052724,DOBBLE,3,1,QAC39D,252
2.3821201657933613,-0.743984272284636,-0.12864108440022967,DOBBLE,3,1,QAC39D,253
-0.004998635529287391,-0.615554782533843,-0.16668431633030217,DOBBLE,3,1,QAC39D,254
-0.5143145737734148,-0.4467753765161519,-0.16933102694968147,DOBBLE,3,1,QAC39D,255
-1.0277847042742438,-0.9365201266088494,-0.21250257118164356,DOBBLE,3,1,QAC39D,256
-0.9720453299981451,-0.8266006860668421,-0.23556391508003094,DOBBLE,3,1,QAC39D,257
2.9298555320795354,2.000990690308843,0.018350563043592776,DOBBLE,3,1,QAC39D,258
0.02583615021839342,0.1788622382578266,-0.09227537197099732,DOBBLE,3,1,QAC39D,259
-0.059088871552134596,-0.4692203832888747,-0.18396831829006446,DOBBLE,3,1,QAC39D,260
0.5800546596054598,-0.22935505634263026,-0.20600066255313926,DOBBLE,3,1,QAC39D,261
0.14987732458991332,-0.5205055331593564,-0.19834805175129736,DOBBLE,3,1,QAC39D,262
-0.1234783635531648,-0.06033018087831389,-0.13435066713007165,DOBBLE,3,1,QAC39D,263
-0.5239555968665379,-0.7231704014887316,-0.17597528764835815,DOBBLE,3,1,QAC39D,264
-0.8553573787048228,-0.03763275480934369,-0.11940705413142322,DOBBLE,3,1,QAC39D,265
0.20745355738964485,0.7727133218946136,0.14371457865687876,DOBBLE,3,1,QAC39D,266
0.54500772044748,-0.14712486286156293,-0.04267058380392008,DOBBLE,3,1,QAC39D,267
-0.4783864961727677,-1.0270309200417351,-0.16135883944305046,DOBBLE,3,1,QAC39D,268
1.4466364001556213,-0.14811969946401066,-0.06780445218617928,DOBBLE,3,1,QAC39D,269
-0.19853255991105978,-0.3381635183909939,-0.1825582686660677,DOBBLE,3,1,QAC39D,270
0.8935164991114032,-0.18509609459765392,-0.14241274075955235,DOBBLE,3,1,QAC39D,271
-0.15446693118204766,-0.5226638747415546,-0.2569291061280406,DOBBLE,3,1,QAC39D,272
-0.31930022687942844,-0.3813673588370846,-0.19031699150015527,DOBBLE,3,1,QAC39D,273
-0.5039852947760399,-0.05065643543076614,-0.20998107328239043,DOBBLE,3,1,QAC39D,274
-0.00794245966594468,0.12914386716018417,-0.14193691150062915,DOBBLE,3,1,QAC39D,275
-0.9178256572784342,-0.6454139004477586,-0.18930442491464222,DOBBLE,3,1,QAC39D,276
0.03597543654439406,-0.5825184593999717,-0.16668428085696863,DOBBLE,3,1,QAC39D,277
1.3897861086277925,0.4483035903828148,-0.2173275429554875,DOBBLE,3,1,QAC39D,278
0.1778929671338732,-0.67183194004484,-0.1414298514238364,DOBBLE,3,1,QAC39D,279
-0.3885081937358461,-0.2040719206265865,-0.2004939525213647,DOBBLE,3,1,QAC39D,280
-0.4094761965669277,-0.7730220059281385,-0.22444744601016653,DOBBLE,3,1,QAC39D,281
0.5702308551950265,-0.7880251769205067,-0.21915829435438045,DOBBLE,3,1,QAC39D,282
1.2715396131019907,-0.10772499583129522,-0.21943207294366118,DOBBLE,3,1,QAC39D,283
0.8734660904331282,-0.2654644015226363,-0.1792633219919882,DOBBLE,3,1,QAC39D,284
-0.7851226398505702,-0.7988302057798388,-0.20124009146252983,DOBBLE,3,1,QAC39D,285
-0.7564970647818847,-1.219507712639914,-0.1926654339358067,DOBBLE,3,1,QAC39D,286
-0.9301641793740786,-1.0199070974611621,-0.2029696523329554,DOBBLE,3,1,QAC39D,287
2.515748721669557,0.06202035221747017,-0.17530215695256038,DOBBLE,3,1,QAC39D,288
-0.2894302872538749,-0.8743696480467084,-0.19701440124542363,DOBBLE,3,1,QAC39D,289
-0.6578790143027072,-0.7615391901189777,-0.18288706973933264,DOBBLE,3,1,QAC39D,290
-0.5803766209157484,-0.0028091997799218693,-0.10235701101501497,DOBBLE,3,1,QAC39D,291
0.6355827381100208,-0.6898251347821461,-0.21195642192651729,DOBBLE,3,1,QAC39D,292
-0.4028022419324613,-0.9233586486810942,-0.15204786068945653,DOBBLE,3,1,QAC39D,293
0.06347301608475912,-0.6457769785272355,-0.12485343708091176,DOBBLE,3,1,QAC39D,294
-0.3967804026076389,-0.3468118997265367,-0.10241801248412187,DOBBLE,3,1,QAC39D,295
0.6775613486231693,-0.20249488071431845,-0.14110228778779535,DOBBLE,3,1,QAC39D,296
